,ref,prd
2241,['31_26)'],"['31_27)', '31_28)', '31_26)', '31_24)', '31_47)', '31_25)', '31_30)', '31_71)', '11_12.12.1', '31_31)']"
2242,['7_6.3.6.(3)'],"['7_6.3.6.(3)', '6_PART 5.16.4.2.(5)', '10_5.2.2', '12_5.8.2.Guidance', '11_APP 4.45.', '11_10.2.8', '6_PART 5.12.3.13.(3)', '3_7.8.4', '11_APP 4.48.', '11_2.3.15.(4)']"
2243,['25_4.'],"['25_12.', '25_2.', '25_3.', '25_Definitions', '25_14.', '25_5.', '25_1.', '25_4.', '25_7.', '25_11.']"
2244,['13_9.2.6'],"['13_9.2.6', '13_9.2.1.Guidance.2.', '13_9.2.2.Guidance', '7_APP1.A1.1.Guidance.3.', '13_7.4.1.Guidance.2.', '7_APP1.A1.1.Guidance.5.', '13_7.4.1.(2)', '7_APP1.A1.1.Guidance.15.', '1_4.1.1.(5)', '12_APP2.A2.11.Guidance.2.']"
2245,"['15_Part 4.8.(1)', '15_Part 4.9.(1)']","['15_Part 4.9.(1)', '15_Part 1.2.(2)', '15_Part 4.10.(1)', '40_SECTION VI.A.2.', '40_SECTION V.C.2.', '15_Part 2.4.(2)', '15_Part 2.5.(1)', '16_Part 2.5.(1)', '16_Part 4.9.(1)', '15_Part 1.3.(1)']"
2246,"['13_APP2.A2.5.Guidance.11.', '13_APP2.A2.5.Guidance.13.']","['13_APP2.A2.5.Guidance.13.', '13_4.14.2', '13_4.8.4', '13_APP6.A6.9.2.Guidance.2.', '13_4.14.36', '13_APP4.A4.10.2', '13_4.8.5', '13_4.14.6', '13_4.8.6', '13_APP4.A4.10.1']"
2247,"['27_11.2.1', '27_11.2.3']","['33_113)', '19_46)', '27_11.2.3', '27_11.1.2', '27_11.1.1', '27_6.1.2', '23_1.2.2', '20_3.2.', '27_11.2.1', '19_113)']"
2248,['17_Part 12.Chapter 3.148.(10)'],"['17_Part 12.Chapter 3.148.(10)', '17_Part 13.154.(1)', '10_4.10.3', '17_Part 12.Chapter 3.142.(2)', '17_Part 13.155.(2)', '17_Part 13.155.(1)', '17_Part 12.Chapter 1.133.(1)', '10_7.1.1', '17_Part 12.Chapter 3.148.(2)', '10_4.6.4']"
2249,['3_17.6.1'],"['19_96)', '37_4.13.c.', '19_97)', '19_94)', '19_159)', '3_17.6.1', '19_18)', '7_3.3.23', '3_3.5.4.(a)', '3_17.8.1']"
2250,['27_2.5.11'],"['27_2.5.1', '11_APP 4.35.', '11_APP 4.71.', '27_2.5.9', '27_2.5.3', '13_7.4.2.Guidance.1.', '10_2.5.1.Guidance.10.', '27_2.5.2', '11_APP 4.50.', '11_APP 4.48.']"
2251,"['36_D.5.2.', '36_D.1.4.']","['36_D.5.2.', '36_D.4.', '36_D.5.1.', '36_D.5.', '36_D.1.2.', '36_D.1.4.', '36_C.16.', '36_D.2.3.', '36_D.1.3.', '36_D.2.1.']"
2252,['3_20.2.2'],"['3_20.2.2', '3_20.2.Guidance.1', '3_20.2.6', '3_20.13.4', '3_20.2.11', '3_20.2.13', '3_20.2.14', '3_20.5.2', '3_20.2.3', '3_20.2.16']"
2253,"['33_64)', '33_102)']","['33_6)', '33_14)', '19_10)', '33_64)', '29_5.2', '33_106)', '35_5.', '33_16)', '33_76)', '33_69)']"
2254,['27_3.2.2'],"['25_Definitions', '25_12.', '25_2.', '25_1.', '25_3.', '25_14.', '25_5.', '27_3.2.17', '27_2.5.13', '13_APP2.A2.3.2']"
2255,['1_2.Guidance.8.'],"['1_6.2.1', '1_6.1.2', '1_5.1.1.Guidance.1.', '1_13.1.1', '1_1.3.1', '1_8.2.2.(1)', '1_4.1.1.(2)', '1_7.2.4.Guidance on Restricted Scope Companies.3.', '1_12.1.6.Guidance.2.', '1_10.2.2.Guidance.2.']"
2256,['11_11.10.3'],"['11_11.10.3', '30_129)', '30_128)', '11_12.13.3', '31_88)', '31_89)', '11_11.11.2', '30_44)', '11_11.10.1', '30_48)']"
2257,['1_4.1.1.(5)'],"['1_4.1.1.(5)', '30_36)', '30_60)', '30_129)', '31_89)', '7_2.1.2.(1)', '28_185)', '13_1.1.1.Guidance.6.', '6_APP 1', '19_45)']"
2258,['10_6.3.1'],"['10_6.3.1', '10_2.11.9.Guidance.2.', '10_2.5.2.Guidance', '10_2.5.1', '10_2.10.1.Guidance', '10_2.11.9.Guidance.1.', '10_2.8.5.Guidance', '10_6.3.3.Guidance.2.', '10_2.1.3', '10_2.12.2.Guidance.1.']"
2259,"['10_2.8.10.Guidance', '6_PART 5.13.3.6.(1)']","['6_PART 5.13.3.17', '6_PART 5.13.3.14.(2)', '6_PART 5.13.3.Guidance.1', '6_PART 5.13.3.15.(2)', '6_PART 5.13.3.5', '6_PART 5.16.2.3', '6_PART 5.13.3.3.(4)', '6_PART 5.13.3.3.Guidance.2', '6_PART 5.13.3.Guidance.2', '6_PART 5.13.3.9']"
2260,['18_3.2'],"['18_1.2', '4_3.2.3', '27_2.10.1', '27_2.5.1', '7_5.2.12', '26_6.6', '37_1.2', '7_8.2.4', '6_PART 5.12.2.1.(1)', '4_3.10.1']"
2261,"['6_PART 5.13A.2.1', '6_PART 5.13A.5.1', '32_2.4', '6_PART 5.13A.6.1']","['32_2.4', '32_4.1', '6_PART 8.20.4.5', '6_PART 5.13A.7.1', '13_3.2.4.Guidance.Guidance', '6_PART 5.13A.1.1.Guidance.2', '6_PART 8.20.3.11', '32_3.2', '39_3.4', '6_PART 5.13A.2.1']"
2262,['3_22.4.3'],"['3_22.4.3', '10_2.6.2', '13_9.2.1.Guidance.2.', '13_APP4.A4.1.Guidance.35.', '13_APP4.A4.1.Guidance.23.', '12_APP2.A2.8.Guidance.2.', '30_71)', '17_Schedule 1.Part 2.Chapter 5.42.(2)', '33_78)', '30_70)']"
2263,['13_APP4.A4.1.Guidance.14.'],"['13_APP4.A4.1.Guidance.14.', '13_APP4.A4.1.Guidance.15.', '13_4.4.3', '13_4.15.11.Guidance', '32_3.2', '12_APP2.A2.11.Guidance.2.', '12_APP2.A2.11.Guidance.1.', '34_75)', '12_APP4.A4.8.2', '17_Part 12.Chapter 3.148.(1)']"
2264,['17_Part 4.33.(5)'],"['40_SECTION VIII.E.2.', '14_Part 6.Chapter 1.45.(1)', '1_4.2.1.(2)', '7_3.1.1.(5).Guidance.1.', '16_Part 2.5.(1)', '40_SECTION VIII.D.4.', '15_Part 2.5.(1)', '8_1.2.1.Guidance.2.', '1_9.1.1.(3)', '40_SECTION VIII.D.5.']"
2265,['19_83)'],"['3_14.7.7.Guidance.1', '19_160)', '3_15.5.2.Guidance.1', '19_85)', '34_45)', '19_107)', '19_119)', '34_99)', '19_82)', '33_110)']"
2266,['11_12.5.1'],"['31_27)', '11_12.15.4', '28_22)', '11_12.7.1', '31_42)', '11_12.12.1', '31_19)', '11_12.11.1', '31_18)', '31_17)']"
2267,['3_3.8.20'],"['3_3.8.20', '3_3.8.1', '39_4.4', '39_4.7', '39_4.6', '3_3.8.24', '3_3.8.17', '3_3.8.1.Guidance.2', '3_3.8.18', '3_3.8.23']"
2268,['9_5.1.1.Guidance.(ii)'],"['13_4.14.47', '13_APP4.A4.10.2.Guidance', '13_4.14.2', '13_4.14.23', '13_4.14.53', '13_4.14.7', '13_4.14.36', '13_4.14.16', '13_4.14.40', '13_4.14.8.Guidance.2.']"
2269,['2_4.2.4'],"['2_4.2.4', '2_10.3.2.(4)', '2_7.4.1', '2_2.2.1', '2_3.1.2.(1)', '2_2.3.7.(8)', '2_10.3.2.(6)', '12_5.7.2', '2_3.1.2.(3)', '2_2.3.1.(3)']"
2270,['33_64)'],"['33_63)', '33_67)', '33_64)', '33_66)', '33_65)', '33_72)', '33_70)', '33_71)', '33_62)', '33_69)']"
2271,"['19_54)', '19_55)']","['19_55)', '1_9.1.1.(4)', '1_2.Guidance.7.', '1_5.1.1.Guidance.5.', '14_Part 3.Chapter 2.10.(2)', '14_Part 3.Chapter 2.11.(2)', '3_14.7.7.Guidance.1', '3_10.3.1', '3_15.5.2.Guidance.1', '3_14.1.3.Guidance.2']"
2272,['7_9.2.1'],"['4_3.13.1', '17_Schedule 1.Part 2.Chapter 14.67.(5)', '7_9.3.1', '7_9.4.1', '7_9.3.4.Guidance', '17_Schedule 1.Part 2.Chapter 14.67.(4)', '7_9.2.2.(2)', '7_9.3.3.Guidance', '7_9.1.1.Guidance.1.', '27_2.8.1']"
2273,['11_4.15.13'],"['11_4.15.7', '39_5.4', '11_4.15.11', '39_5.5', '11_4.15.9', '11_4.15.14.Guidance', '11_4.15.13', '39_5.6', '11_4.15.11.Guidance.2.', '39_5.1']"
2274,['19_153)'],"['19_153)', '19_145)', '3_22.8.3', '3_17.8.3', '34_52)', '19_18)', '3_14.11.5', '3_15.9.3', '34_53)', '3_17.8.4']"
2275,"['21_52)', '19_166).d)']","['21_52)', '24_3.16', '19_67)', '21_46)', '19_62)', '19_71)', '19_66)', '19_156)', '19_60)', '3_17.5']"
2276,['36_D.7.3.'],"['36_D.7.7.', '36_D.7.6.', '36_D.7.1.', '36_D.7.2.', '36_D.7.5.', '36_D.6.1.', '36_D.7.', '36_D.6.3.', '36_D.6.2.', '36_D.7.4.']"
2277,"['19_86)', '19_87)']","['19_85)', '19_87)', '6_PART 5.12.12.Guidance.4', '27_2.5.11', '19_86)', '1_9.2.1.(2)', '12_APP10.A10.2.Guidance', '7_8.4.1', '7_3.3.33.(2).Guidance.2.', '13_APP2.A2.5.Guidance.2.']"
2278,['1_11.2.1.Guidance.7.'],"['1_11.2.1.Guidance.7.', '13_1.3.1', '7_APP1.A1.2.Guidance.4.', '1_4.1.1.Guidance', '13_3.15.2', '1_8.2.1.(5)', '1_11.1.1.Guidance.1.', '1_2.Guidance.3.', '1_11.1.1.Guidance.2.', '6_PART 5.11.1.6.Guidance.1']"
2279,['10_4.5.7'],"['10_4.5.7', '10_4.5.5', '10_4.7.5', '10_4.7.18', '10_4.5.4', '10_2.12.2.Guidance.2.', '10_2.8.5.Guidance', '10_4.7.12.Guidance.2.', '10_4.10.2.Guidance', '10_4.12.4']"
2280,['19_54)'],"['19_54)', '19_160)', '19_161)', '19_58)', '19_56)', '19_18)', '19_156)', '19_45)', '19_38)', '22_2.2.(8)']"
2281,"['17_Part 8.92.(4)', '34_23)']","['22_6.1.(2)', '17_Schedule 1.Part 2.Chapter 18.79.(7)', '17_Part 8.92.(4)', '22_2.1.(1)', '22_5.2.(8)', '22_5.2.(5)', '22_5.2.(3)', '22_5.2.(1)', '34_82)', '34_26)']"
2282,['14_Part 5.Chapter 1.24.(3)'],"['14_Part 5.Chapter 1.24.(3)', '14_Part 6.Chapter 5.68.(3)', '14_Part 6.Chapter 1.45.(2)', '10_6.10.5', '9_2.4.1.Guidance.(xvi).(A)', '14_Part 6.Chapter 3.63.(1)', '14_Part 6.Chapter 6.78.(2)', '14_Part 5.Chapter 1.21.(2)', '10_6.10.2', '12_APP2.A2.1.Guidance.5.']"
2283,['1_8.3.6.Guidance on verification of the identity of Beneficial Owners.1.'],"['1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.', '27_9.2', '1_7.2.1', '1_7.1.1.(3)', '11_9.3.16', '17_Part 2.Chapter 1.7.(2)', '34_64)', '1_8.5.1.(1)', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.2.', '13_APP10.A10.4.13']"
2284,['1_10.3.2.(1)'],"['1_10.3.2.(1)', '1_5.1.1.Guidance.2.', '1_10.3.2.Guidance.1.', '10_2.9.1', '1_4.3.1', '1_14.6.Guidance', '1_10.3.2.(2)', '1_10.3.2.Guidance.4.', '34_62)', '1_10.3.2.Guidance.3.']"
2285,['27_3.2.2'],"['27_3.2.2', '3_9.3.1', '27_3.2.11', '1_9.1.1.(4)', '7_3.3.41.(3).Guidance.8.', '7_3.3.41.(3).Guidance.3.', '7_2.2.11.Guidance.1', '7_3.3.41.(3).Guidance.9.', '11_9.2.10', '7_APP1.A1.1.Guidance.6.']"
2286,['13_APP10.A10.2.Guidance.4.'],"['13_5.Introduction.Guidance.4.', '3_9.15.1', '3_9.2.8', '13_4.15.16.Guidance', '10_4.7.16', '3_9.2.9', '13_APP6.A6.9.3.Guidance.6.', '3_9.9.9', '13_APP10.A10.2.Guidance.4.', '3_9.9.5']"
2287,['6_PART 5.16.3.4.Guidance.1'],"['17_Part 11.Chapter 2.111.(1)', '11_APP 4.30.', '6_PART 5.16.3.4.Guidance.1', '27_2.2.14', '1_1.3.1', '3_9.8.6', '6_PART 5.16.3.4.(1)', '6_PART 5.16.3.4.(2)', '11_10.2.5.Guidance', '7_6.4.5.Guidance.1.']"
2288,['29_2.3'],"['29_2.3', '26_1.3', '19_168)', '26_3.1', '29_5.2', '19_10)', '33_14)', '33_67)', '26_2.2', '19_102)']"
2289,['13_3.2.4.Guidance.2.'],"['13_3.2.4.Guidance.2.', '13_APP11.A11.2.Guidance.5.', '13_5.Introduction.Guidance.1.', '13_3.2.4.Guidance.Guidance', '13_APP4.A4.1.Guidance.4.', '13_APP6.A6.1.Guidance.1.', '13_APP4.A4.1.Guidance.16.', '13_APP4.A4.1.Guidance.1.', '37_2.6', '13_5.Introduction.Guidance.2.']"
2290,['19_114)'],"['19_114)', '19_113)', '33_64)', '19_102)', '19_117)', '19_118)', '19_106)', '29_4.3', '19_104)', '19_131)']"
2291,['12_8.3.6.Guidance.2.'],"['12_8.3.6.Guidance.2.', '13_8.3.5.Guidance.2.', '12_4.2.2.Guidance.7.', '12_8.3.6', '13_8.3.5', '13_3.Guidance.3.', '12_4.3.2', '12_4.4.2', '12_4.4.3', '12_9.3.6.Guidance']"
2292,['11_APP 4.35.'],"['11_APP 4.35.', '11_2.8.5.Guidance', '11_APP 4.59.', '22_5.2.(6)', '1_7.2.4.Guidance on Restricted Scope Companies.2.', '27_3.5.1', '11_APP 4.71.', '25_1.', '34_71)', '11_APP 4.36.']"
2293,['1_8.3.2.(4)'],"['1_8.3.6.(2)', '1_8.3.1.(1)', '1_8.3.2.(4)', '1_8.3.2.Guidance on CDD.3.', '1_8.3.6.(1)', '1_8.2.1.(5)', '1_7.2.1', '1_8.6.2.Guidance.2.', '13_APP6.A6.9.1.Guidance.2.', '7_8.8.11.Guidance']"
2294,['39_3.6'],"['39_3.6', '39_4.3', '39_3.5', '39_4.2', '3_3.8.12.Guidance.4', '6_PART 2.4.1.9', '6_PART 2.4.1.9.Guidance.2', '39_3.7', '6_PART 8.20.3.1', '6_PART 8.20.4.5']"
2295,['19_92)'],"['19_92)', '19_91)', '19_160)', '19_45)', '19_90)', '19_28)', '38_2.3', '19_124)', '19_3)', '19_95)']"
2296,['1_12.4.1'],"['1_12.4.1', '31_85)', '30_125)', '11_2.3.16.(4)', '1_10.4.1.Guidance.2.', '11_2.3.15.(4)', '11_7.2.1', '1_12.1.3.Guidance.1.', '11_4.15.12', '1_8.2.1.(5)']"
2297,['1_2.Guidance.29.'],"['1_2.Guidance.27.', '1_11.1.1.(1)', '33_117)', '1_4.4.1', '9_2.4.1.Guidance.(xii)', '1_2.Guidance.29.', '1_11.1.1.Guidance.3.', '1_2.Guidance.4.', '11_4.5.6', '10_8.4.Guidance']"
2298,['13_9.2.10.(1)'],"['13_9.3.5.Guidance.2.', '13_3.Guidance.1.', '14_Schedule.Part 1', '13_APP10.A10.1.1.(2)', '13_9.Introduction.Guidance.1.', '12_APP2.A2.10.Guidance.1.', '7_3.3.32.(2)', '12_APP5.A5.9.2', '13_APP10.A10.1.1.Guidance.1.', '13_9.2.10.(1)']"
2299,['21_30)'],"['21_30)', '34_60)', '33_111)', '19_43)', '21_15)', '1_2.Guidance.20.', '23_1.2.2', '24_3.13', '21_36)', '24_3.22']"
2300,['3_9.9.5'],"['3_9.9.5', '3_9.9.9', '3_9.15.1', '3_9.9.8', '3_9.4.1', '3_9.6.5', '3_9.2.1', '3_9.9.5.(a)', '3_9.5.7', '3_9.3.1']"
2301,['3_22.4.2'],"['34_36)', '3_22.4.2', '34_26)', '34_32)', '3_22.3.2', '34_33)', '28_117)', '34_34)', '34_40)', '23_1.2.2']"
2302,['13_3.10.4.Guidance'],"['13_3.10.4.Guidance', '13_3.10.4', '13_6.2.2.Governing Body responsibilities.2.', '7_6.6.1', '11_APP 4.45.', '13_9.2.6', '7_6.6.6', '11_APP 4.48.', '13_3.7.2.(1)', '7_6.6.4']"
2303,['1_4.1.1.(5)'],"['1_4.1.1.(5)', '1_4.5.1', '1_2.Guidance.14.', '1_11.2.1.Guidance.4.', '1_14.5.1', '1_12.4.1', '1_14.4.1.Guidance.2.', '1_8.2.2.Guidance.3.', '1_4.5.4', '1_9.3.2.(1)']"
2304,['17_Part 13.163.(6)'],"['17_Part 13.163.(6)', '17_Part 12.Chapter 1.127.(4)', '17_Part 12.Chapter 1.132.(3)', '17_Part 13.162.(11)', '17_Part 2.Chapter 2.10.(3)', '17_Part 21.246.(1)', '17_Part 12.Chapter 1.135.(7)', '17_Part 13.165.(12)', '14_Part 5.Chapter 2.28.(2)', '17_Part 13.161.(3)']"
2305,['33_99)'],"['33_99)', '33_64)', '19_131)', '33_57)', '33_81)', '33_45)', '33_55)', '35_3.4', '19_50)', '33_68)']"
2306,['13_APP1.A1.1.Guidance.5.'],"['13_APP1.A1.1.Guidance.5.', '6_PART 3.6.1.4', '7_9.3.4', '9_2.4.1.Guidance.(iii)', '13_1.3.6', '33_14)', '19_10)', '3_2.1.3.Guidance.2', '6_PART 2.2.1.11.(b)', '13_1.3.4']"
2307,['14_Part 6.Chapter 2.51.(2)'],"['14_Part 6.Chapter 2.51.(2)', '14_Part 6.Chapter 2.52.(3)', '13_3.12.3.(3)', '13_3.11.3.(4)', '14_Part 6.Chapter 2.56.(2)', '14_Part 6.Chapter 2.51.(1)', '14_Part 5.Chapter 4.35.(3)', '14_Part 3.Chapter 4.17.(1)', '13_3.11.3.(3)', '14_Part 6.Chapter 4.65.(3)']"
2308,['18_3.2'],"['7_5.2.8.(2).Guidance.3.', '18_3.4.(d)', '11_12.8.1.Guidance', '27_3.2.21', '31_74)', '13_3.Guidance.1.', '11_APP 4.7.', '18_3.4.(c)', '11_12.9.1.Guidance', '10_1.1.4']"
2309,"['19_43)', '19_44)']","['19_38)', '19_45)', '19_39)', '19_40)', '19_119)', '34_62)', '19_93)', '19_37)', '22_2.2.(8)', '19_95)']"
2310,['19_92)'],"['19_92)', '33_13)', '19_3)', '19_106)', '19_169)', '29_1.1', '19_168)', '33_1)', '33_12)', '33_4)']"
2311,['6_PART 4.10.1.4'],"['6_PART 4.10.1.4', '6_PART 4.9.5.2', '11_3.3.1.(1)', '11_4.5.1.(3)', '17_Part 6.Chapter 1.62.(1)', '6_PART 4.9.5.3.Mandatory_statement.(1)', '6_PART 5.16.4.2.(2)', '9_7.2.1', '6_PART 4.9.5.1.Guidance.1', '6_PART 8.20.2.7.Guidance.1']"
2312,['19_41)'],"['19_45)', '19_41)', '19_13)', '19_43)', '24_3.12', '19_18)', '19_166).e)', '34_60)', '21_30)', '34_62)']"
2313,['13_5.11.4.Guidance.3.'],"['13_5.11.4.Guidance.3.', '13_APP6.A6.9.1.Guidance.1.', '13_APP6.A6.9.1.Guidance.4.', '13_APP6.A6.9.1.Guidance.5.', '13_APP6.A6.9.2.Guidance.18.', '11_6.2.9.Guidance', '13_APP6.A6.9.2.Guidance.15.', '13_APP2.A2.5.Guidance.5.', '13_5.11.4.Guidance.4.', '13_APP6.A6.9.3.Guidance.7.']"
2314,['14_Part 6.Chapter 2.49.(10)'],"['14_Part 6.Chapter 2.49.(10)', '14_Part 6.Chapter 2.53.(5)', '14_Part 6.Chapter 2.49.(6)', '14_Part 6.Chapter 2.50.(1)', '14_Part 6.Chapter 2.52.(1)', '14_Part 6.Chapter 2.49.(8)', '14_Part 6.Chapter 2.49.(3)', '14_Part 6.Chapter 2.52.(4)', '14_Part 6.Chapter 2.51.(1)', '14_Part 6.Chapter 5.67.']"
2315,['1_4.3.1'],"['1_4.3.1', '1_9.1.2.Guidance.4.', '13_3.11.8.(1)', '13_3.12.8.(1)', '21_31)', '1_4.5.6', '11_12.6.2', '6_PART 2.3.3.5.(1)', '18_3.4.(c)', '30_36)']"
2316,['11_APP 4.49.'],"['11_APP 4.49.', '11_APP 4.32.', '6_PART 5.13.3.2.Guidance.2', '11_9.7.4.(12).Guidance.3.', '17_Part 19.Chapter 1.224.(2)', '11_APP 4.34.', '11_9.3.17', '11_APP 4.69.', '11_APP 4.48.', '22_5.2.(7)']"
2317,['28_50)'],"['28_27)', '28_50)', '28_185)', '28_53)', '28_184)', '28_29)', '28_188)', '28_62)', '28_49)', '28_57)']"
2318,['13_6.6.1'],"['13_6.6.1', '34_51)', '14_Part 6.Chapter 2.55.(7)', '30_92)', '19_45)', '7_5.2.11', '34_62)', '1_11.2.1.Guidance.2.', '33_76)', '33_41)']"
2319,['3_15.2.2'],"['1_12.1.6.Guidance.2.', '1_12.1.7.Guidance', '1_12.1.4', '1_12.1.1.(1)', '1_12.1.5', '1_1.3.3.(2)', '1_12.1.3.Guidance.1.', '1_13.1.1', '1_12.4.1', '1_14.3.1']"
2320,"['34_32)', '34_87)']","['34_32)', '34_26)', '34_25)', '34_96)', '34_48)', '34_33)', '34_36)', '34_46)', '34_20)', '34_41)']"
2321,['13_6.4.1.Guidance.4.'],"['13_6.4.1.Guidance.4.', '13_6.3.1', '13_6.11.2.(2)', '13_6.3.1.Guidance.1.', '13_6.2.2.Governing Body responsibilities.2.', '10_2.6.1', '11_APP 4.45.', '13_6.4.1', '13_9.2.5.Guidance.2.', '13_APP6.A6.9.4.(1)']"
2322,['26_5.1'],"['26_5.1', '26_5.2', '26_2.2', '26_6.6', '26_7.2', '26_1.3', '26_6.2', '26_4.10', '26_4.9', '26_4.12']"
2323,['3_8.4.2'],"['3_8.1.1', '34_3)', '7_5.2.14', '3_21.3.5.Guidance.2.', '17_Schedule 1.Part 2.Chapter 9.54.', '17_Schedule 1.Part 2.Chapter 2.19.', '17_Part 8.92.(1)', '4_3.18.1', '17_Schedule 1.Part 2.Chapter 18.82.(2)', '4_3.10.1']"
2324,['19_36)'],"['33_62)', '19_92)', '19_100)', '19_45)', '19_29)', '33_64)', '33_67)', '19_106)', '19_168)', '19_35)']"
2325,['3_19.10.2.(5)'],"['3_19.10.2.(5)', '3_19.21.4.(1)', '3_19.21.3.(6)', '3_19.16.1.(1)', '3_19.21.2.(3)', '3_19.15.2.(1)', '3_19.19.1.(1)', '3_19.15.3', '3_19.10.2.(3)', '3_19.20.1.(5)']"
2326,"['7_9.12.4.(3)', '6_PART 5.13.4.7.(3)', '7_3.3.31.(3)', '13_4.15.3']","['7_3.3.31.(3)', '13_6.8.1.Guidance.3.', '6_PART 5.13.3.5', '3_20.5.2.Guidance.1.', '35_4.4', '13_9.2.1.Guidance.2.', '7_5.5.1.Guidance.5.', '23_1.2.2', '34_45)', '19_113)']"
2327,['1_8.3.2.Guidance on CDD.9.'],"['1_8.3.2.Guidance on CDD.9.', '1_8.3.2.Guidance on CDD.8.', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.', '1_9.3.1B.Guidance.2.', '1_9.3.1B.Guidance.3.', '1_6.2.1.Guidance.2.', '1_9.3.1B.Guidance.1.', '1_6.1.3.Guidance.7.', '1_13.1.1', '1_6.1.3.Guidance.6.']"
2328,['9_1.2.Guidance.(v)'],"['9_1.2.Guidance.(v)', '9_2.5.1', '9_2.4.1.Guidance.(x)', '33_117)', '9_6.1.1.(c).Guidance.(ii)', '9_6.2.1.(c)', '9_2.5.3', '9_7.3.1', '13_1.3.8', '9_6.4.1.(c).Guidance.(i)']"
2329,['3_8.4.3'],"['3_8.4.3', '3_8.4.1', '3_8.4.4', '3_8.4.5', '3_8.4.2', '3_8.6.8', '3_8.2.1.Guidance.2', '3_8.6.7', '3_8.2.1.Guidance.1', '3_8.4']"
2330,['6_PART 5.13.4.2'],"['6_PART 5.13.4.2', '6_APP 3', '5_APP 1.5.', '6_APP 7', '6_APP 5', '6_PART 5.12.2.2.(1)', '6_PART 5.11.1.5.Guidance.2', '6_PART 5.13.6.2', '17_Schedule 1.Part 2.Chapter 11.59.(2)', '6_PART 5.16.4.3']"
2331,"['19_104)', '14_Part 6.Chapter 2.49.(8)']","['14_Part 6.Chapter 2.49.(8)', '14_Part 6.Chapter 5.67.', '14_Part 6.Chapter 2.49.(4)', '14_Part 6.Chapter 2.49.(1)', '14_Part 6.Chapter 2.49.(3)', '14_Part 6.Chapter 2.50.(1)', '14_Part 5.Chapter 4.35.(3)', '14_Part 6.Chapter 2.49.(6)', '14_Part 6.Chapter 2.55.(3)', '6_PART 2.2.1.9']"
2332,['27_11.2.1'],"['27_11.2.1', '27_8.6.2', '27_8.5.2', '27_8.6.9', '27_8.5.9', '7_8.13.1', '27_8.5.5', '27_8.6.5', '27_8.3.2', '27_8.5.4']"
2333,['3_2.6.4.Guidance.4'],"['3_2.6.4.Guidance.4', '9_6.1.1.(c).Guidance.(ii)', '1_6.1.2', '13_3.2.4.Guidance.Guidance', '3_2.7.4', '7_5.2.3', '13_3.Guidance.3.', '19_45)', '11_4.6.2.(1)', '3_23.10.3']"
2334,"['34_96)', '34_97)']","['34_96)', '34_25)', '34_26)', '34_97)', '34_20)', '34_32)', '34_33)', '3_22.7.3', '34_27)', '34_13)']"
2335,['12_APP2.A2.15.Guidance.3.'],"['7_APP1.A1.1.Guidance.1.', '12_APP2.A2.15.Guidance.3.', '12_8.2.1.Guidance.1.', '12_APP2.A2.15.Guidance.5.', '27_2.5.8', '12_APP2.A2.11.Guidance.2.', '12_APP2.A2.3.Guidance.7.', '7_5.3.9', '3_22.3', '12_APP2.A2.3.Guidance.9.']"
2336,"['19_87)', '33_114)']","['33_114)', '19_113)', '19_9)', '19_116)', '19_117)', '19_166).a)', '33_13)', '19_125)', '19_106)', '33_4)']"
2337,"['17_Part 6.Chapter 2.83.(1)', '17_Part 6.Chapter 2.83.(2)']","['11_1.2.Guidance.4.', '17_Part 6.Chapter 2.83.(2)', '17_Part 6.Chapter 2.83.(1)', '11_5.2.1.Guidance', '11_5.2.4.(2)', '11_5.2.3.(1)', '11_5.2.8', '11_5.2.6', '33_39)', '11_7.2.3.(2)']"
2338,"['1_11.2.1.(3)', '17_Part 12.Chapter 3.148.(10)']","['12_APP10.A10.2.2', '28_23)', '1_11.2.1.(3)', '30_135)', '27_9.2', '31_94)', '28_185)', '15_Part 1.1.(1)', '34_2)', '33_2)']"
2339,['19_87)'],"['19_87)', '19_118)', '19_113)', '19_117)', '19_116)', '19_86)', '19_115)', '19_114)', '21_31)', '34_34)']"
2340,['26_4.8'],"['26_6.5', '26_6.3', '26_5.2', '26_4.8', '26_4.15', '26_4.11', '26_5.1', '26_4.13', '26_7.1', '26_2.3']"
2341,['1_9.3.1'],"['1_10.3.2.(1)', '1_10.3.2.Guidance.4.', '1_10.3.2.(3)', '1_10.3.2.(2)', '1_10.3.2.Guidance.3.', '1_10.3.1', '1_10.3.2.Guidance.2.', '1_10.3.2.(4)', '1_10.3.2.Guidance.1.', '34_98)']"
2342,['6_PART 5.16.4.2.(5)'],"['6_PART 5.16.4.2.(5)', '6_PART 5.16.4.2.(1)', '6_PART 5.16.4.2.(4)', '7_6.6.8', '6_PART 5.16.5', '6_PART 5.16.4.2.(2)', '6_PART 5.12.2.4', '6_PART 5.16.4.3', '6_PART 5.16.4.8', '6_PART 5.12.3.13.(5)']"
2343,['22_5.6.(2)'],"['22_5.6.(2)', '22_2.2.(13)', '22_2.2.(4)', '22_5.2.(10)', '22_5.6.(1)', '22_5.7.(9)', '22_1.(9)', '22_2.2.(3)', '22_5.7.(8)', '22_5.7.(4)']"
