,ref,prd
2224,"['32_1.4', '32_2.4']","['32_2.4', '6_PART 5.13A.1.1.Guidance.2', '6_PART 5.13A.2', '6_PART 8.20.4.5', '32_4.1', '6_PART 8.20.3.11', '32_1.4', '6_PART 8.20.4.3', '9_6.1.1.(c).Guidance.(ii)', '6_PART 3.7.2.2']"
2225,['13_APP11.A11.1.Guidance.9.'],"['13_APP11.A11.2.Guidance.5.', '13_APP11.A11.1.Guidance.9.', '13_APP11.A11.1.Guidance.12.', '13_APP11.A11.1.Guidance.7.', '13_10.3.3', '13_APP11.A11.3.Guidance.8.', '13_APP11.A11.1.Guidance.8.', '13_APP11.A11.3.Guidance.13.', '13_APP11.A11.1.Guidance.3.', '13_10.2.Guidance.5.']"
2226,['3_5.8'],"['3_5.13.1', '3_5.8', '3_5.13.3', '1_11.2.1.Guidance.2.', '3_5.13.5', '7_8.7.4', '3_5.5.1', '3_5.3.3', '3_5.1.1', '3_5.10']"
2227,['3_3.8.18'],"['3_3.8.18', '3_3.8.14', '3_3.8.16.Guidance.1', '3_3.8.16', '39_4.11', '39_4.12', '3_3.8.11', '3_3.8.20', '3_3.8.10', '6_PART 8.20.3.5']"
2228,['14_Part 6.Chapter 1.47.'],"['14_Part 6.Chapter 1.47.', '14_Part 3.Chapter 2.12.(2)', '23_4.3.2', '28_28)', '15_Part 2.5.(1)', '14_Part 6.Chapter 5.68.(1)', '16_Part 2.5.(1)', '14_Part 6.Chapter 1.45.(5)', '31_31)', '30_30)']"
2229,['27_3.2.2'],"['13_6.4.1.Guidance.4.', '13_6.3.1', '13_6.3.1.Guidance.1.', '13_APP6.A6.9.2.Guidance.6.', '36_C.12.', '10_2.6.1', '21_55)', '12_APP2.A2.2.Guidance.1.', '13_6.4.1', '13_APP6.A6.1.Guidance.14.']"
2230,"['13_9.2.7.(3)', '13_APP11.A11.1.Guidance.11.', '9_5.1.1.Guidance.(ii)', '13_9.2.1.(2)', '10_4.7.26']","['10_4.7.18', '10_4.7.26', '10_4.7.23', '10_4.6.4', '10_4.7.27.Guidance.1.', '10_4.7.29', '10_4.6.3', '10_4.7.22', '10_7.1.1', '10_4.10.3']"
2231,['23_1.2.2'],"['23_1.2.2', '3_9.10.1', '23_4.3.3', '23_3.2.2', '23_3.5.2', '23_4.2.4', '28_117)', '23_2.2.4', '23_3.2.7', '27_3.5.1']"
2232,"['1_14.3.5.Guidance.1.', '1_14.3.5.Guidance.2.']","['6_PART 2.4.1.9.Guidance.2', '39_2.7', '7_APP2.A2.1.1', '27_9.8.2', '11_5.2.6', '12_APP2.A2.5.Guidance.9.', '3_7.8.3', '13_3.19.2.Guidance', '3_3.8.2', '24_2.2']"
2233,['19_161)'],"['19_56)', '19_161)', '19_160)', '19_152)', '3_15.4.2.(a)', '3_15.4.2', '19_146)', '3_15.12.1', '3_14.7.7', '34_51)']"
2234,['34_34)'],"['34_34)', '34_2)', '19_3)', '34_33)', '19_125)', '34_32)', '8_1.2.1.Guidance.2.', '33_40)', '19_113)', '14_Part 6.Chapter 6.78.(4)']"
2235,"['21_32)', '21_34)']","['1_3.1.1', '27_6.1.4', '1_11.2.1.(5)', '39_2.7', '21_34)', '6_PART 5.12.12.8.(3)', '33_110)', '17_Part 2.Chapter 4.15A.(2)', '3_15.4.2.(a)', '6_PART 5.12.12.8.(2)']"
2236,"['34_91)', '34_92)']","['34_91)', '34_92)', '34_94)', '34_84)', '34_89)', '33_58)', '34_93)', '34_90)', '31_74)', '33_56)']"
2237,"['17_Schedule 2.6.(1)', '6_PART 3.7.2.2', '6_PART 4.MARKETING_OF_DOMESTIC_AND_FOREIGN_FUNDS.Guidance.1']","['6_PART 4.MARKETING_OF_DOMESTIC_AND_FOREIGN_FUNDS.Guidance.1', '11_1.1.3.Guidance.8.', '11_4.2.Guidance', '6_PART 4.9.4.Supplementary_and_Replacement_Prospectuses.Guidance.2', '6_PART 3.6.1.1.(3)', '39_5.5', '11_4.6.5.(1)', '11_3.3.Guidance.1.', '6_PART 4.9.1.Guidance.4', '11_4.5.1.(3)']"
2238,['17_Part 9.104.(3)'],"['17_Part 19.Chapter 2.234.(4)', '27_6.2.6', '17_Part 17.208.(4)', '17_Part 2.Chapter 2.12.(3)', '17_Part 9.103.(6)', '17_Part 20.237.(1)', '17_Part 9.104.(3)', '27_6.4.4', '17_Part 9.102.(3)', '27_6.4.5']"
2239,['1_12.4.1'],"['1_14.2.3.Guidance.8.', '1_11.2.1.Guidance.4.', '1_14.4.1.Guidance.2.', '1_14.2.3.Guidance.6.', '1_12.1.6', '1_14.2.3.Guidance.4.', '1_10.4.1.Guidance.2.', '1_14.5.1', '1_12.1.6.Guidance.2.', '1_14.2.3.Guidance.2.']"
2240,['12_6.6.2'],"['2_2.3.4.(2)', '12_6.6.4', '2_2.3.7.(4)', '13_2.3.4.(1)', '12_6.6.8', '12_6.6.2', '2_2.3.7.(2)', '2_2.3.7.(8)', '12_APP10.A10.1.3.Guidance.4.', '2_2.3.3.(3)']"
2241,['31_26)'],"['31_27)', '31_26)', '31_28)', '31_30)', '31_31)', '31_25)', '31_47)', '31_48)', '30_26)', '31_24)']"
2242,['7_6.3.6.(3)'],"['7_6.3.6.(3)', '6_PART 5.16.4.2.(5)', '11_10.2.8', '3_7.8.4', '10_5.2.2', '12_8.3.1.(2)', '13_8.3.1.(2)', '17_Part 4.42.(4)', '3_7.9.3.(b)', '7_6.6.2']"
2243,['25_4.'],"['25_12.', '25_2.', '25_14.', '25_3.', '25_5.', '25_Definitions', '25_11.', '25_7.', '25_4.', '25_13.']"
2244,['13_9.2.6'],"['13_9.2.6', '13_9.2.2.Guidance', '13_9.2.1.Guidance.2.', '7_APP1.A1.1.Guidance.3.', '7_APP1.A1.1.Guidance.5.', '13_9.2.7.(1)', '13_4.3.3.Guidance.5.', '1_1.3.3.(1)', '13_APP4.A4.1.Guidance.23.', '7_APP1.A1.1.Guidance.7.']"
2245,"['15_Part 4.8.(1)', '15_Part 4.9.(1)']","['15_Part 1.2.(2)', '15_Part 4.10.(1)', '15_Part 4.9.(1)', '16_Part 1.2.(2)', '15_Part 3.6.(1)', '16_Part 4.10.(1)', '15_Part 2.4.(2)', '15_Part 1.3.(1)', '15_Part 3.6.(2)', '40_SECTION VI.A.2.']"
2246,"['13_APP2.A2.5.Guidance.11.', '13_APP2.A2.5.Guidance.13.']","['13_APP2.A2.5.Guidance.13.', '13_4.14.2', '13_APP6.A6.9.2.Guidance.2.', '13_4.14.50.Guidance.1.', '13_4.8.6', '13_4.14.69.Guidance', '13_4.14.10', '13_4.14.28', '13_4.8.4', '13_4.14.44.(1)']"
2247,"['27_11.2.1', '27_11.2.3']","['27_11.2.3', '33_113)', '19_46)', '27_11.1.1', '27_11.1.2', '27_6.1.2', '20_3.2.', '27_11.2.1', '15_Part 1.2.(1)', '11_5.2.1']"
2248,['17_Part 12.Chapter 3.148.(10)'],"['10_7.1.1', '17_Part 12.Chapter 1.133.(1)', '17_Part 12.Chapter 3.148.(2)', '17_Part 13.154.(1)', '17_Part 12.Chapter 1.119.(2)', '17_Part 13.151.(2)', '17_Part 13.165.(1)', '17_Part 12.Chapter 3.141.(4)', '17_Part 13.158.(3)', '17_Part 13.163.(1)']"
2249,['3_17.6.1'],"['19_96)', '37_4.13.c.', '3_17.6.1', '19_159)', '19_97)', '7_3.3.23', '3_3.5.4.(a)', '27_9.2', '3_3.4.2.(a)', '3_3.3.4']"
2250,['27_2.5.11'],"['11_APP 4.35.', '11_APP 4.71.', '27_2.5.1', '27_2.5.9', '13_7.4.2.Guidance.1.', '27_2.5.3', '27_2.5.2', '11_APP 4.69.', '11_APP 4.36.', '13_APP4.A4.1.Guidance.34.']"
2251,"['36_D.5.2.', '36_D.1.4.']","['36_D.5.2.', '36_D.4.', '36_D.5.1.', '36_D.5.', '36_D.1.2.', '36_C.16.', '36_D.1.3.', '36_D.1.4.', '36_D.2.3.', '36_D.1.']"
2252,['3_20.2.2'],"['3_20.2.Guidance.1', '3_20.2.11', '3_20.2.13', '3_20.2.6', '3_20.2.2', '3_20.13.4', '3_20.2.10', '3_20.2.3', '3_20.5.2', '3_20.12.5']"
2253,"['33_64)', '33_102)']","['35_5.', '33_6)', '29_1.3', '33_76)', '33_64)', '33_78)', '33_106)', '33_119)', '37_4.5.d.', '33_92)']"
2254,['27_3.2.2'],"['25_12.', '25_Definitions', '25_2.', '25_3.', '25_14.', '25_1.', '13_4.3.5.Guidance.2.', '25_4.', '12_APP2.A2.1.Guidance.4.', '25_11.']"
2255,['1_2.Guidance.8.'],"['1_5.1.1.Guidance.1.', '1_6.1.2', '1_8.2.2.(1)', '1_1.3.1', '1_2.Guidance.5.', '1_4.1.1.(3)', '1_7.2.4.Guidance on Restricted Scope Companies.3.', '1_6.2.1', '1_4.1.1.(4)', '1_4.1.1.(1)']"
2256,['11_11.10.3'],"['30_128)', '11_11.11.2', '31_88)', '30_129)', '31_89)', '30_127)', '11_11.10.3', '11_11.11.1', '11_12.13.3', '31_87)']"
2257,['1_4.1.1.(5)'],"['1_4.1.1.(5)', '11_4.6.5.Guidance.1.', '30_60)', '30_36)', '3_8.2.2.Guidance.1', '39_3.3', '11_4.4.Guidance.2.', '7_2.1.2.(1)', '31_35)', '30_31)']"
2258,['10_6.3.1'],"['10_6.3.1', '10_2.11.9.Guidance.2.', '10_2.5.2.Guidance', '10_6.3.3.Guidance.2.', '10_2.5.1', '10_2.11.9.Guidance.1.', '10_6.5.4', '10_2.1.3', '10_6.5.6', '10_2.8.10']"
2259,"['10_2.8.10.Guidance', '6_PART 5.13.3.6.(1)']","['6_PART 5.13.3.Guidance.1', '6_PART 5.13.3.17', '6_PART 5.13.3.6', '6_PART 5.13.3.15.(2)', '6_PART 5.13.3.14.(2)', '6_PART 5.13.3.3.Guidance.2', '6_PART 5.13.3.3.(4)', '6_PART 5.16.2.3', '6_PART 5.12.3', '6_PART 5.13.3.Guidance.2']"
2260,['18_3.2'],"['18_1.2', '4_3.2.3', '27_2.5.1', '7_5.2.12', '17_Part 4.32.(1)', '37_1.2', '27_2.10.1', '17_Part 4.39.(1)', '6_PART 3.6.1.3', '4_3.2.3.Guidance.4.']"
2261,"['6_PART 5.13A.2.1', '6_PART 5.13A.5.1', '32_2.4', '6_PART 5.13A.6.1']","['32_2.4', '32_4.1', '6_PART 5.13A.1.1.Guidance.2', '6_PART 8.20.4.5', '6_PART 8.20.3.11', '32_3.2', '39_3.4', '6_PART 5.13A.7.1', '6_PART 5.13A.2', '6_APP 4.Guidance.General.7']"
2262,['3_22.4.3'],"['13_APP4.A4.1.Guidance.35.', '13_APP4.A4.1.Guidance.23.', '3_22.4.3', '10_2.6.2', '17_Schedule 1.Part 2.Chapter 5.42.(2)', '30_71)', '13_APP4.A4.1.Guidance.34.', '13_4.4.7', '30_70)', '40_SECTION III.C.7.']"
2263,['13_APP4.A4.1.Guidance.14.'],"['13_APP4.A4.1.Guidance.14.', '13_APP4.A4.1.Guidance.15.', '12_APP2.A2.11.Guidance.1.', '34_75)', '32_3.2', '13_APP4.A4.1.Guidance.12.', '17_Part 12.Chapter 3.148.(3)', '13_APP4.A4.1.Guidance.24.', '17_Part 12.Chapter 3.148.(1)', '13_4.15.11.Guidance']"
2264,['17_Part 4.33.(5)'],"['40_SECTION VIII.D.5.', '8_1.2.1.Guidance.2.', '16_Part 1.2.(2)', '40_SECTION VIII.E.2.', '14_Part 6.Chapter 1.45.(1)', '23_3.2.5', '40_SECTION VIII.D.4.', '1_4.2.1.(2)', '17_Part 22.257.(1)', '15_Part 1.2.(2)']"
2265,['19_83)'],"['19_160)', '3_14.7.7.Guidance.1', '33_110)', '34_101)', '19_85)', '21_34)', '19_83)', '34_45)', '19_119)', '19_124)']"
2266,['11_12.5.1'],"['31_27)', '11_12.15.4', '31_18)', '31_17)', '28_22)', '31_16)', '31_19)', '31_29)', '31_42)', '11_12.2.3']"
2267,['3_3.8.20'],"['3_3.8.20', '3_3.8.1', '39_4.4', '39_4.6', '3_3.8.1.Guidance.2', '3_3.8.23', '39_4.7', '3_3.8.24.Guidance.1', '3_3.8.17', '3_3.8.1.Guidance.1']"
2268,['9_5.1.1.Guidance.(ii)'],"['13_4.14.47', '13_APP4.A4.10.2.Guidance', '13_4.14.7', '13_4.14.2', '13_4.14.69.Guidance', '13_4.14.10', '13_4.14.28', '13_4.14.44.(1)', '13_4.14.8.Guidance.2.', '13_4.14.8.Guidance.1.']"
2269,['2_4.2.4'],"['2_4.2.4', '2_3.1.2.(3)', '2_2.2.1', '2_10.3.2.(4)', '2_10.3.2.(7)', '2_2.3.1.(3)', '2_10.3.2.(6)', '2_3.1.2.(1)', '2_2.3.7.(7)', '12_5.7.2']"
2270,['33_64)'],"['33_63)', '33_67)', '33_66)', '33_64)', '33_65)', '33_72)', '33_62)', '33_70)', '33_71)', '19_140)']"
2271,"['19_54)', '19_55)']","['19_55)', '1_2.Guidance.7.', '1_5.1.1.Guidance.5.', '1_14.5', '1_13.3', '3_10.3.1', '3_14.7.1', '3_14.7.7.Guidance.1', '14_Part 3.Chapter 2.10.(2)', '14_Part 3.Chapter 2.11.(2)']"
2272,['7_9.2.1'],"['4_3.13.1', '17_Schedule 1.Part 2.Chapter 14.67.(5)', '17_Schedule 1.Part 2.Chapter 14.67.(4)', '7_9.2.2.(2)', '7_9.4.1', '7_9.3.1', '27_2.8.1', '7_9.3.3.Guidance', '10_8.1.1', '7_9.3.4.Guidance']"
2273,['11_4.15.13'],"['39_5.4', '11_4.15.7', '11_4.15.11', '39_5.5', '11_4.15.9', '11_4.15.14.Guidance', '11_4.15.11.Guidance.2.', '39_5.1', '39_5.6', '11_4.15.10']"
2274,['19_153)'],"['19_153)', '19_145)', '3_22.8.3', '3_17.8.3', '3_14.11.5', '3_15.9.3', '3_15.9.6.Guidance.1.', '34_53)', '34_52)', '3_14.11.4']"
2275,"['21_52)', '19_166).d)']","['21_52)', '21_46)', '19_71)', '19_62)', '19_67)', '19_66)', '19_68)', '19_156)', '19_60)', '24_3.16']"
2276,['36_D.7.3.'],"['36_D.7.7.', '36_D.7.6.', '36_D.7.2.', '36_D.7.1.', '36_D.7.', '36_D.6.1.', '36_D.7.5.', '36_D.6.', '36_D.6.3.', '36_D.7.3.']"
2277,"['19_86)', '19_87)']","['19_85)', '19_87)', '6_PART 5.12.12.Guidance.4', '19_86)', '12_APP10.A10.1.2', '2_2.3.1.(1)', '12_APP10.A10.2.Guidance', '1_9.2.1.(2)', '27_2.5.11', '7_5.5.1.Guidance.4.']"
2278,['1_11.2.1.Guidance.7.'],"['1_11.2.1.Guidance.7.', '1_11.1.1.Guidance.1.', '1_4.1.1.Guidance', '1_8.2.2.Guidance.3.', '3_6.8.2.(b)', '13_1.1.1.(4)', '13_3.15.2', '3_6.2.2', '6_PART 5.11.1.6.Guidance.1', '22_5.5.(2)']"
2279,['10_4.5.7'],"['10_4.5.7', '10_4.7.5', '10_4.7.18', '10_4.10.2.Guidance', '10_4.7.10', '10_4.9.2.Guidance.2.', '10_4.12.4', '10_4.5.5', '10_4.7.12.Guidance.2.', '10_4.7.14']"
2280,['19_54)'],"['19_54)', '19_58)', '19_161)', '19_160)', '19_56)', '19_47)', '19_77)', '27_2.5.9', '19_156)', '1_11.1.1.Guidance.4.']"
2281,"['17_Part 8.92.(4)', '34_23)']","['22_6.1.(2)', '17_Schedule 1.Part 2.Chapter 18.79.(7)', '22_5.2.(8)', '17_Schedule 1.Part 2.Chapter 2.26.(2)', '22_5.2.(5)', '17_Part 8.92.(4)', '17_Schedule 2.33.(3)', '13_APP5.A5.1', '13_APP6.A6.8.5.Guidance', '22_2.1.(1)']"
2282,['14_Part 5.Chapter 1.24.(3)'],"['14_Part 5.Chapter 1.24.(3)', '10_6.10.5', '14_Part 6.Chapter 5.68.(3)', '14_Part 6.Chapter 3.63.(1)', '10_6.10.2', '14_Part 6.Chapter 1.45.(2)', '12_APP2.A2.1.Guidance.5.', '14_Part 5.Chapter 1.21.(2)', '9_2.4.1.Guidance.(xvi).(A)', '11_5.1.4']"
2283,['1_8.3.6.Guidance on verification of the identity of Beneficial Owners.1.'],"['27_9.2', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.', '1_7.2.1', '11_9.3.16', '13_8.Introduction.Guidance.3.', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.1.', '13_8.5', '1_7.2.3.Guidance.1.', '34_64)', '17_Part 2.Chapter 1.7.(2)']"
2284,['1_10.3.2.(1)'],"['1_10.3.2.(1)', '1_5.1.1.Guidance.2.', '1_10.3.2.Guidance.1.', '1_10.3.2.Guidance.3.', '1_10.3.2.(2)', '1_11.2.1.Guidance.10.', '1_6.1.3.Guidance.1.', '1_14.6.Guidance', '10_2.9.1', '1_4.8.1']"
2285,['27_3.2.2'],"['27_3.2.2', '3_9.3.1', '7_2.2.11.Guidance.1', '7_3.3.41.(3).Guidance.8.', '7_3.3.41.(3).Guidance.3.', '7_3.3.34.(1)', '7_3.3.41.(3).Guidance.9.', '27_3.2.11', '11_9.2.10', '13_4.3.3.(5)']"
2286,['13_APP10.A10.2.Guidance.4.'],"['13_5.Introduction.Guidance.4.', '3_9.2.8', '13_4.15.16.Guidance', '3_9.15.1', '3_9.9.9', '3_9.2.9', '13_APP6.A6.9.3.Guidance.6.', '10_4.7.16', '3_9.9.5', '13_7.2.5']"
2287,['6_PART 5.16.3.4.Guidance.1'],"['6_PART 5.16.3.4.Guidance.1', '17_Part 11.Chapter 2.111.(1)', '7_6.4.5.Guidance.2.', '6_PART 5.16.3.4.(1)', '1_1.3.3.(1)', '6_PART 5.16.3.4.(2)', '1_1.3.1', '3_9.8.6', '6_PART 5.13.3.15.(2)', '11_10.2.5.Guidance']"
2288,['29_2.3'],"['29_2.3', '26_1.3', '26_2.3', '26_3.1', '26_2.2', '29_2.1', '29_4.3', '33_67)', '19_152)', '19_168)']"
2289,['13_3.2.4.Guidance.2.'],"['13_3.2.4.Guidance.2.', '13_3.2.4.Guidance.Guidance', '13_APP11.A11.2.Guidance.5.', '13_5.Introduction.Guidance.2.', '13_5.Introduction.Guidance.1.', '36_D.7.', '13_APP4.A4.1.Guidance.4.', '13_3.20.1.Guidance.1.', '13_APP4.A4.1.Guidance.16.', '13_10.2.Guidance.6.']"
2290,['19_114)'],"['19_114)', '19_113)', '19_115)', '33_64)', '29_4.3', '19_140)', '19_102)', '19_117)', '19_124)', '19_104)']"
2291,['12_8.3.6.Guidance.2.'],"['12_8.3.6.Guidance.2.', '13_8.3.5.Guidance.2.', '12_4.3.2', '12_4.2.2.Guidance.7.', '12_4.4.2', '12_4.4.3', '12_8.3.6', '13_8.3.5', '13_3.Guidance.3.', '12_4.3.4']"
2292,['11_APP 4.35.'],"['11_APP 4.35.', '11_2.8.5.Guidance', '11_APP 4.36.', '11_APP 4.71.', '1_7.2.4.Guidance on Restricted Scope Companies.2.', '27_3.5.1', '22_5.2.(6)', '28_14)', '11_APP 4.59.', '11_APP 4.55.']"
2293,['1_8.3.2.(4)'],"['1_8.3.6.(2)', '1_8.3.2.(4)', '1_8.3.6.(1)', '1_7.2.1', '1_8.3.2.Guidance on CDD.3.', '1_8.3.1.(1)', '7_8.8.11.Guidance', '1_8.6.2.Guidance.2.', '1_8.3.6.(3)', '1_8.2.2.(1)']"
2294,['39_3.6'],"['39_3.6', '39_4.3', '39_3.5', '39_4.2', '6_PART 2.4.1.9', '6_PART 8.20.4', '6_PART 8.20.3.1', '6_PART 2.4.1.9.Guidance.2', '39_3.7', '6_PART 8.20.1.2.Guidance.1']"
2295,['19_92)'],"['19_91)', '19_92)', '19_90)', '19_160)', '19_124)', '38_2.3', '34_101)', '19_3)', '19_28)', '19_95)']"
2296,['1_12.4.1'],"['31_85)', '1_10.4.1.Guidance.2.', '30_125)', '1_12.1.6.Guidance.2.', '1_12.4.1', '1_12.1.3.Guidance.1.', '7_5.5.2.Guidance.3.', '1_12.1.7.Guidance', '11_4.15.12', '3_8.2.2.Guidance.1']"
2297,['1_2.Guidance.29.'],"['1_11.1.1.(1)', '1_2.Guidance.27.', '10_8.4.Guidance', '11_4.5.6', '1_3.1.1', '1_11.1.1.Guidance.3.', '9_2.5.1', '1_2.Guidance.29.', '33_117)', '11_6.2.17.(4)']"
2298,['13_9.2.10.(1)'],"['13_9.3.5.Guidance.2.', '13_APP10.A10.1.1.(2)', '13_9.Introduction.Guidance.1.', '13_9.2.9.(1)', '13_9.2.10.(1)', '13_3.Guidance.1.', '3_15.12.1', '13_APP4.A4.1.Guidance.64.', '13_APP10.A10.2.12', '7_2.2.4']"
2299,['21_30)'],"['1_2.Guidance.20.', '21_36)', '24_3.21', '21_30)', '33_112)', '34_60)', '21_15)', '24_3.22', '24_3.13', '19_43)']"
2300,['3_9.9.5'],"['3_9.9.5', '3_9.9.9', '3_9.9.8', '3_9.2.1', '3_9.6.5', '3_9.15.1', '3_9.5.7', '3_9.9.5.(a)', '3_9.2.3', '3_9.3.1']"
2301,['3_22.4.2'],"['34_36)', '3_22.4.2', '34_32)', '34_33)', '34_26)', '3_22.3.2', '34_48)', '34_34)', '28_117)', '34_46)']"
2302,['13_3.10.4.Guidance'],"['13_3.10.4.Guidance', '13_3.10.4', '13_APP4.A4.1.Guidance.6.', '13_6.2.2.Governing Body responsibilities.2.', '7_6.6.1', '7_6.4.6', '11_APP 4.45.', '7_6.6.3.(1)', '13_9.2.6', '13_4.5.9']"
2303,['1_4.1.1.(5)'],"['1_2.Guidance.14.', '1_14.3', '1_14.', '1_11.2.1.Guidance.4.', '1_14.5.1', '1_4.1.1.(5)', '1_14.4.1.Guidance.2.', '1_4.5.1', '1_8.2.2.Guidance.3.', '1_4.5.4']"
2304,['17_Part 13.163.(6)'],"['17_Part 13.163.(6)', '17_Part 13.162.(11)', '17_Part 12.Chapter 1.132.(3)', '17_Part 12.Chapter 1.127.(4)', '17_Part 12.Chapter 1.135.(7)', '17_Part 4.38.(4)', '17_Part 2.Chapter 2.10.(3)', '17_Part 2.Chapter 2.10.(4)', '17_Part 20.240.(6)', '17_Part 17.208.(1)']"
2305,['33_99)'],"['33_99)', '33_64)', '33_57)', '33_45)', '3_8.2.2.Guidance.1', '19_136)', '33_55)', '33_81)', '33_68)', '33_66)']"
2306,['13_APP1.A1.1.Guidance.5.'],"['9_2.4.1.Guidance.(iii)', '7_9.3.4', '3_2.1.3.Guidance.2', '7_9.1.1.Guidance.5.', '26_4.6', '13_APP1.A1.1.Guidance.5.', '6_PART 3.6.1.4', '27_7.4.1', '27_5.5.3', '26_4.2']"
2307,['14_Part 6.Chapter 2.51.(2)'],"['14_Part 6.Chapter 2.51.(2)', '14_Part 3.Chapter 4.17.(1)', '14_Part 6.Chapter 2.52.(3)', '14_Part 6.Chapter 2.51.(1)', '14_Part 6.Chapter 2.56.(2)', '14_Part 5.Chapter 4.35.(3)', '14_Part 6.Chapter 2.54.(1)', '14_Part 6.Chapter 2.54.', '13_3.12.3.(3)', '13_3.11.3.(4)']"
2308,['18_3.2'],"['7_5.2.8.(2).Guidance.3.', '18_3.4.(d)', '11_12.8.1.Guidance', '11_12.9.1.Guidance', '31_74)', '27_3.2.21', '11_9.2.3', '10_7.5.2', '11_12.10.1.Guidance', '31_50)']"
2309,"['19_43)', '19_44)']","['19_38)', '19_39)', '19_93)', '19_119)', '19_91)', '19_40)', '19_139)', '19_95)', '1_5.1.1.Guidance.3.', '19_96)']"
2310,['19_92)'],"['19_92)', '33_13)', '19_3)', '19_106)', '19_125)', '19_90)', '19_91)', '29_4.3', '29_1.1', '19_115)']"
2311,['6_PART 4.10.1.4'],"['6_PART 4.10.1.4', '6_PART 4.9.5.2', '6_PART 4.9.5.1.Guidance.1', '17_Part 6.Chapter 1.62.(1)', '11_3.3.1.(1)', '6_PART 4.9.1.Guidance.3', '6_PART 5.13.2.1.Guidance.1', '6_PART 4.9.4.Supplementary_and_Replacement_Prospectuses.Guidance.2', '11_4.5.1.(3)', '6_PART 4.9.1.Guidance.2']"
2312,['19_41)'],"['19_13)', '19_45)', '19_41)', '19_43)', '24_3.12', '34_60)', '19_166).e)', '21_30)', '19_18)', '1_7.Guidance.2.']"
2313,['13_5.11.4.Guidance.3.'],"['11_6.2.9.Guidance', '13_5.11.4.Guidance.3.', '13_APP6.A6.9.1.Guidance.4.', '13_APP6.A6.9.2.Guidance.18.', '13_APP6.A6.9.1.Guidance.1.', '13_APP6.A6.9.3.Guidance.7.', '13_5.Introduction.Guidance.4.', '13_APP6.A6.9.2.Guidance.15.', '13_APP6.A6.9.1.Guidance.6.', '13_APP6.A6.9.1.Guidance.5.']"
2314,['14_Part 6.Chapter 2.49.(10)'],"['14_Part 6.Chapter 2.49.(6)', '14_Part 6.Chapter 2.49.(10)', '14_Part 6.Chapter 2.53.(5)', '14_Part 6.Chapter 2.49.(3)', '14_Part 6.Chapter 2.55.(5)', '14_Part 6.Chapter 2.52.(4)', '14_Part 6.Chapter 2.55.(3)', '14_Part 6.Chapter 2.49.(5)', '14_Part 6.Chapter 2.49.(8)', '14_Part 6.Chapter 2.50.(1)']"
2315,['1_4.3.1'],"['1_4.3.1', '1_9.1.2.Guidance.4.', '21_31)', '1_8.3.3.(1)', '4_8.3', '23_3.2.3', '13_3.11.8.(1)', '11_4.4.1.Guidance', '13_3.12.8.(1)', '11_APP 1.A1.1.1']"
2316,['11_APP 4.49.'],"['11_APP 4.49.', '11_APP 4.32.', '6_PART 5.13.3.2.Guidance.2', '11_9.7.4.(12).Guidance.3.', '11_APP 4.34.', '17_Part 19.Chapter 1.224.(2)', '11_APP 4.69.', '27_9.2', '22_1.(8)', '13_APP4.A4.1.Guidance.34.']"
2317,['28_50)'],"['28_27)', '28_50)', '28_62)', '28_29)', '28_53)', '28_184)', '11_7.8.1', '28_49)', '28_57)', '28_185)']"
2318,['13_6.6.1'],"['13_6.6.1', '1_11.2.1.Guidance.2.', '7_5.2.11', '11_2.7.7.Guidance.1.', '34_51)', '14_Part 6.Chapter 2.55.(7)', '30_92)', '34_105)', '33_76)', '19_174)']"
2319,['3_15.2.2'],"['1_12.1.6.Guidance.2.', '1_12.1.4', '1_12.1.7.Guidance', '1_12.1.5', '1_12.1.1.(1)', '1_1.3.3.(2)', '1_12.1.3.Guidance.1.', '1_12.1.7', '1_12.1.3.Guidance.2.', '1_12.2.1.Guidance']"
2320,"['34_32)', '34_87)']","['34_32)', '34_48)', '34_96)', '34_33)', '34_46)', '34_25)', '34_97)', '34_20)', '34_36)', '34_41)']"
2321,['13_6.4.1.Guidance.4.'],"['13_6.4.1.Guidance.4.', '13_6.3.1', '13_6.3.1.Guidance.1.', '13_9.2.5.Guidance.2.', '13_6.11.2.(2)', '36_C.12.', '10_2.6.1', '10_4.7.33', '13_6.11.2.(1)', '13_6.2.1.(1)']"
2322,['26_5.1'],"['26_5.1', '26_5.2', '26_2.2', '26_6.2', '26_7.2', '26_4.9', '26_4.10', '26_6.5', '26_1.3', '26_8.3']"
2323,['3_8.4.2'],"['3_8.1.1', '17_Schedule 1.Part 2.Chapter 9.54.', '7_5.2.14', '17_Schedule 1.Part 2.Chapter 2.19.', '3_21.3.5.Guidance.2.', '34_3)', '3_22.7', '4_3.18', '3_17.7', '3_22.10.1.Guidance.1']"
2324,['19_36)'],"['33_62)', '19_92)', '19_100)', '19_35)', '19_47)', '19_140)', '19_179)', '19_124)', '19_20)', '19_29)']"
2325,['3_19.10.2.(5)'],"['3_19.10.2.(5)', '3_19.21.4.(1)', '3_19.15.2.(1)', '3_19.16.1.(1)', '3_19.19.1.(5)', '3_19.21.3.(6)', '3_19.21.2.(3)', '3_19.14.1.(1)', '3_19.15.2.(3)', '3_19.16.1.(2)']"
